Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Company Name,Company URL,Job Type,Deadline,Academic Level,Benefits,Level,URL,Role
Cloud System Engineer (GCP),"['GCP', 'COMPUTE ENGINE', 'CLOUD STORAGE', 'CLOUD VPC', 'CLOUD SQL', 'GOOGLE KUBERNETES ENGINE (GKE)', 'TERRAFORM', 'GOOGLE CLOUD DEPLOYMENT MANAGER', 'CLOUD SDK', 'GOOGLE CLOUD MONITORING', 'STACKDRIVER', 'IAM', 'CI/CD', 'DEVOPS']","['BASH', 'PYTHON', 'GO']",2,6,40.0,['Hà Nội'],,,1,['tiếng Việt'],Công Ty TNHH LG CNS VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-lg-cns-viet-nam/139535.html,Toàn thời gian,23/05/2025,Đại Học trở lên,"Attractive salary and bonus will be discussed after going through CV & Interview
Topik allowance
Review capacity annually and adjust salary increases according to work performance.
Health care: Premium health insurance, Annual health check-up
Young working environment
Good career development opportunities with interesting and challenging projects.
English, Korean, technical, soft skills training courses.
Opportunity to learn special courses from LG CNS, new technology and security.
Gifts on holidays (April 30th - May 1st, September 2nd, Tet, etc.)
Outdoor activities with company support: sports clubs, team building, happy hour parties, birthdays, travel, employee and family events, etc.
Working hours: 8 hours from Monday - Friday (8 hours/day)",Nhân viên,https://www.topcv.vn/viec-lam/cloud-system-engineer-gcp/1705395.html?ta_source=ITJobs_LinkDetail,System Administrator
Giảng Viên Công Nghệ Thông Tin / Khoa Học Máy Tính,"['WEB', 'MOBILE', 'CSDL', 'HỆ QTCSDL', 'CÔNG NGHỆ PHẦN MỀM', 'TRIỂN KHAI PHẦN MỀM', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'TOÁN RỜI RẠC', 'AI', 'HỌC MÁY', 'KHAI PHÁ DỮ LIỆU', 'MẠNG MÁY TÍNH', 'HỆ ĐIỀU HÀNH', 'KIẾN TRÚC MÁY TÍNH', 'CLOUD', 'AN TOÀN BẢO MẬT THÔNG TIN', 'ĐẠI SỐ', 'GIẢI TÍCH', 'XÁC SUẤT THỐNG KÊ', 'PHƯƠNG PHÁP TÍNH', 'ANDROID', 'CSS', 'HTML', 'JAVASCRIPT']","['C', 'C+', 'C#', 'PYTHON', 'JAVA']",,,,['Hà Nội'],,,6,"['tiếng Việt', 'tiếng Anh']",Trường Đại học CMC,https://www.topcv.vn/cong-ty/truong-dai-hoc-cmc/130845.html,Toàn thời gian,17/05/2025,Cao học trở lên,"Mức thu nhập cạnh tranh (theo năng lực và hiệu quả công việc) Gói thu nhập năm hấp dẫn theo cơ chế tập đoàn CMC và thưởng KPIs hàng năm ít nhất 01 tháng lương.Hỗ trợ các gói thưởng nghiên cứu, bài báo khoa học hàng năm đối với Giảng viên.Cơ hội tham gia các khóa đào tạo của Trường và Tập đoàn, hỗ trợ đào tạo về các chứng chỉ để nâng cao nghiệp vụ sư phạm, các lớp đào tạo phát triển nghiệp vụ chuyên môn.Cơ hội được tham gia đào tạo, học hỏi, hướng dẫn trực tiếp đối với Giảng viên tập sự/ít kinh nghiệm bởi các Giảng viên giàu kinh nghiệm.Thời gian làm việc linh hoạt đối với Giảng viênCác chế độ dành cho người lao động theo như quy định pháp luật hiện hành (BHXH, BHYT, BHTN...).Hưởng gói BHSK PJICO dành riêng cho CBNV, Giảng viên của Trường và khám sức khỏe định kì hàng năm.Nhận gói đãi ngộ lên tới 25.000.000đ/năm cho các dịp Lễ, Tết Dương lịch, Tết Âm lịch, sinh nhật Tập đoàn, 02/09, 08/03, 20/10, 20/11, hiếu hỉ, chăm sóc sức khỏe hàng năm,...Hạ tầng số, hệ thống LMS và trang thiết bị phục vụ tốt nhất cho Giảng viên và CBNV.Được tham gia các hoạt động ngoại khóa: văn nghệ, thể thao, du lịch của nhà trường và Tập đoàn.Được làm việc và phát triển sự nghiệp trong môi trường học thuật được chuẩn hóa theo thông lệ của các đại học quốc tế và hệ giá trị của Trường Đại học CMC (Khai phóng, Sáng tạo, Thực tiễn, Phản biện và Tôn trọng sự khác biệt).Cơ hội giao lưu, trao đổi trong hệ sinh thái của Tập đoàn Công nghệ CMC, các Công ty thành viên và mạng lưới đối tác của Trường.",Nhân viên,https://www.topcv.vn/viec-lam/giang-vien-cong-nghe-thong-tin-khoa-hoc-may-tinh/1334503.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Kỹ Sư IT Infrastructure,"['TCP IP', 'ROUTING', 'SWITCHING', 'VLAN', 'FIREWALL', 'WINDOWS SERVER', 'LINUX (CENTOS, UBUNTU, ...)', 'SQL SERVER', 'MYSQL', 'POSTGRESQL', 'FIREWALL', 'INTRUSION DETECTION PREVENTION SYSTEM (IDS IPS)', 'VPN']",,2,7,,['Hà Nam'],13000000.0,25000000.0,1,['tiếng Trung'],Công ty TNHH AUO Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-tnhh-auo-viet-nam/158313.html,Toàn thời gian,15/06/2025,Đại Học trở lên,"Mức lương cạnh tranh, thoả thuận theo năng lực từ 13 – 25 triệu/tháng;Lương tháng thứ 13;Điều chỉnh lương 1 năm 1 lần;Tăng ca, BHXH (tính đóng từ thời gian thử việc) theo quy định của Bộ Luật Lao động 2019.Cơ hội được cử đi đào tạo nước ngoài: Đài Loan, Trung Quốc,...Cung cấp các thiết bị làm việc thiết yếu như laptop, máy tính bảng,...Phụ cấp xăng xe, nhà ở, điện thoại theo cấp bậc công việc;Trợ cấp ngôn ngữ theo cấp bậc (áp dụng cho NLĐ đạt chứng chỉ tiếng Trung HSK 3/TOCFL 2 trở lên);Bữa trưa/tối miễn phí theo ca làm việc tại nhà ăn công ty;Đối với công nhân sản xuất, hỗ trợ phụ cấp thâm niên và phụ cấp nuôi con nhỏ từ 0-6 tuổi;Chế độ thưởng hiệu suất, thưởng kinh doanh theo lợi nhuận công ty;Xe đưa đón Hà Nam, Hà Nội (có thể điều chỉnh theo số lượng/nhu cầu của nhân sự);Làm việc tại công ty sản xuất hàng đầu Đài Loan với quy trình, hệ thống và đội ngũ nhân viên chuyên nghiệp.",Nhân viên,https://www.topcv.vn/viec-lam/ky-su-it-infrastructure-tieng-trung-13-25-trieu/1652778.html?ta_source=ITJobs_LinkDetail,Network Engineer
Nhân Viên IT Helpdesk / IT Support,"['IT HELPDESK', 'IT SUPPORT', 'TIN HỌC VĂN PHÒNG']",,2,7,54.0,"['Nghệ An', 'Hà Tĩnh']",,,1,"['tiếng Anh', 'tiếng Hàn']",CÔNG TY TNHH HAIVINA KIM LIÊN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-haivina-kim-lien/217025.html,Toàn thời gian,25/05/2025,Cao Đẳng trở lên,"Lương thỏa thuận theo năng lực khi phỏng vấn
Hưởng các chế độ nghỉ phép theo quy định của Luật lao động & Công ty.
Thưởng lễ, tết, quà tháng, sinh nhật, hiếu hỉ theo quy định.Lương tháng thứ 13.Được hưởng chế độ BHXH, BHYT theo quy định Bộ luật lao độngTeam building / du lịch theo kế hoạch hàng năm của công ty.
Cách thức nộp hồ sơ: Hồ sơ năng lực có đính kèm ảnh (CURRICULUM VITAE)Làm việc tại: Cụm công nghiệp Nam Giang, Nam Đàn, Nghệ An.",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk-it-support-nhan-viec-ngay-tai-nghe-an/1708637.html?ta_source=ITJobs_LinkDetail,IT Helpdesk/IT support
Gaming Channel Editor,"['ADOBE PREMIERE', 'AFTER EFFECTS']",,,,,"['Đà Nẵng', 'Hà Nội']",14000000.0,18000000.0,2,['tiếng Việt'],CÔNG TY TNHH MTV NIA-STUDIO,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mtv-nia-studio/147591.html,Toàn thời gian,22/05/2025,Trung học phổ thông (Cấp 3) trở lên,"Mức lương: thỏa thuận.
Lương tháng thứ 13
Các chế độ khác theo quy định của nhà nước
Cơ hội phát triển và tham gia vào các dự án đa dạng.
Hỗ trợ các khóa đào tạo nâng cao kỹ năng",Nhân viên,https://www.topcv.vn/viec-lam/gaming-channel-editor/1704696.html?ta_source=ITJobs_LinkDetail,Game Design
Solution Architect (SWA),"['CLOUD', 'AWS', 'GCP', 'AZURE', 'KUBERNETES', 'MIDDLEWARE', 'WEB SERVER', 'APPLICATION SERVER', 'TOMCAT', 'CACHING SYSTEMS', 'REDIS', 'UI']","['JAVA', 'PYTHON', '.NET CORE']",2,6,40.0,['Hà Nội'],,,1,,Công Ty TNHH LG CNS VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-lg-cns-viet-nam/139535.html,Toàn thời gian,21/05/2025,Đại Học trở lên,"Attractive salary and bonus will be discussed after going through CV & Interview
Topik allowance
Review capacity annually and adjust salary increases according to work performance.
Health care: Premium health insurance, Annual health check-up
Young working environment
Good career development opportunities with interesting and challenging projects.
English, Korean, technical, soft skills training courses.
Opportunity to learn special courses from LG CNS, new technology and security.
Gifts on holidays (April 30th - May 1st, September 2nd, Tet, etc.)
Outdoor activities with company support: sports clubs, team building, happy hour parties, birthdays, travel, employee and family events, etc.
Working hours: 8 hours from Monday - Friday (8 hours/day)",Nhân viên,https://www.topcv.vn/viec-lam/solution-architect-swa/1701838.html?ta_source=ITJobs_LinkDetail,Solution Architect
Devops Engineer,"['CI/CD', 'LINUX', 'UNIX', 'DATABASE MANAGEMENT', 'DOCKER', 'PODMAN', 'SAP', 'SAP-ARCHITECTURE', 'SAP NETWEAVER', 'ZABBIX', 'ELASTIC', 'ICINGA', 'NAGIOS', 'USU', 'NETWORKING', 'ITIL']","['PYTHON', 'SQL', 'ANSIBLE']",2,6,45.0,['Hà Nội'],15000000.0,24000000.0,1,"['tiếng Anh', 'tiếng Đức']",Công ty TNHH Giải pháp Gisa,https://www.topcv.vn/cong-ty/cong-ty-tnhh-giai-phap-gisa/155578.html,Toàn thời gian,27/05/2025,Đại Học trở lên,"Lương thưởng hấp dẫn, mức lương được thỏa thuận theo kiến thức, kinh nghiệm làm việc và từng vị trí công việc (từ 600$-1000$......)Cơ hội được giao lưu và làm việc với công ty Đức, cập nhật kiến thức công nghệ thông tin tại Cơ hội được đào tạo nâng cao liên quan tới SAP, Database và IT Services.Môi trường làm việc chuyên nghiệp, năng động và thân thiện.Thời hạn làm việc lâu dài và ổn định. Được hưởng đầy đủ mọi chính sách của Luật Lao động hiện hành.Đầy đủ tất cả các chế độ sinh nhật, hiếu hỉ, lễ tết, bảo hiểm sức khỏe bổ sung (BaoViet HealthCare), khám sức khỏe định kỳ, lương tháng thứ 13, thưởng năm.........Thưởng thâm niên: Xét thưởng định kỳ cuối năm căn cứ theo thâm niên làm việc của nhân viên theo quy định .Xem xét điều chỉnh lương khi cần thiết trong quá trình làm việc hoặc khi có thành tích vượt trội.Hoạt động kỉ niệm các ngày lễ, Tết Nguyên Đán, Noel, ngày 8/3, 20/10,..Tổ chức nghỉ hè hàng năm",Nhân viên,https://www.topcv.vn/viec-lam/devops-engineer-yeu-cau-tieng-anh-hoac-tieng-duc-giao-tiep-tot-tu-1-nam-kinh-nghiem/1699522.html?ta_source=ITJobs_LinkDetail,DevOps Engineer
Unity Developer (Casual/Puzzle) - Junior/Middle,"['UNITY ENGINE (GAME DEVELOPMENT)', 'XCODE', 'ANDROID STUDIO', 'OBJECT ORIENTED PROGRAMMING (OOP)', 'VERSION CONTROL (GIT)', 'ANIMATION', 'EFFECT', 'PARTICLE']",['C#'],2,6,45.0,['Hà Nội'],,38250000.0,2,['tiếng Việt'],SonatGame Studio,https://www.topcv.vn/cong-ty/sonatgame-studio/21388.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"INCOME- Salary: Up to $1500- Opportunities for professional development and growth.- Receive 100% of fixed salary, salary increase according to company regulations- Official employee lunch allowance: 1,000,000 VND/month- Income based on results and work performanceDEVELOPMENT OPPORTUNITIES- Expand and improve professional knowledge and skills- Real-life experience at global projects- Have a clear, personalized career development roadmapWORKING ENVIRONMENT- Experience a dynamic, professional international environment- Enjoy 100% daily life care benefitsWELFARE POLICY- The company pays all types of insurance according to the provisions of law (social insurance, health insurance, unemployment insurance, etc.)- Free periodic general health check-ups at hospitals: Hong Ngoc, Thu Cuc, Vinmec.- Wedding/filial piety benefits, holiday/New Year gifts and other benefits.- New Year bonus, March 8, April 30 - May 1, Mid-Autumn Festival, mid-year, September 2, October 20, Christmas.- Share achievements continuously, without limits based on performance.- Working hours:From Monday - Friday. Closed Saturday, SundayMorning: 8:30 - 12:00, Afternoon: 13:00 - 18:00, tea-break 15:00 - 15:30.",Nhân viên,https://www.topcv.vn/viec-lam/unity-developer-casual-puzzle-junior-middle/942549.html?ta_source=ITJobs_LinkDetail,Game Developer
"Chuyên Viên Phát Triển Hệ Thống Giáo Dục Số Edtech (Nghỉ Thứ 7 - Chủ Nhật, Thu Nhập Hấp Dẫn)","['LMS', 'AI', 'ML', 'JIRA', 'UML', 'DRAW.IO', 'MICROSOFT VISIO']",,2,8,,['Hà Nội'],,20000000.0,3,"['tiếng Việt', 'tiếng Anh']",Trung tâm Dịch vụ số MobiFone - Chi nhánh Tổng Công ty Viễn Thông Mobifone,https://www.topcv.vn/cong-ty/trung-tam-dich-vu-so-mobifone-chi-nhanh-tong-cong-ty-vien-thong-mobifone/201084.html,Toàn thời gian,22/05/2025,Đại Học trở lên,"Môi trường làm việc tốt, năng động, chuyên nghiệp
Bình quân thu nhập lên đến 250 triệu/năm với nhiều chính sách đãi ngộ: hỗ trợ ăn trưa 1.000.000đ/tháng cùng các khoản thưởng lễ tết, các ngày kỷ niệm thành lập Tổng Công ty, Trung tâm,...
Tham gia các chương trình bảo hiểm sức khoẻ tại các Công ty Bảo hiểm lớn, có uy tín (Bảo Việt, PVI,...)
Thường xuyên tham dự các khoá đào tạo phong phú, đa dạng nhằm giúp CBCNV không ngừng phát triển bản thân, nâng cao kỹ năng cũng như chuyên môn nghiệp vụ.
Trải nghiệm các hoạt động văn hoá, thể thao, du xuân, nghỉ mát hè trong và ngoài nước,...",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-he-thong-giao-duc-so-edtech-nghi-thu-7-chu-nhat-thu-nhap-hap-dan/1705124.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Product Owner/ Product Manager,['AI'],,2,7,44.0,"['Hà Nội', 'HCM']",30000000.0,40000000.0,2,['tiếng Việt'],EDUPIA,https://www.topcv.vn/brand/educa?id=17270,Toàn thời gian,Null,Đại Học trở lên,"Chế độ đãi ngộ:Thu nhập cạnh tranh, thưởng theo hiệu suất và năng lực. Thử việc hưởng 100% lương trong 2 tháng.Tăng lương định kỳ dựa trên kết quả làm việc và tình hình kinh doanh.Thưởng vinh danh, ghi nhận cá nhân xuất sắc hàng quý/năm.Thưởng lễ, Tết và các phúc lợi khác (hiếu, hỉ, ốm đau...).Môi trường startup tăng trưởng nhanh – cơ hội phát triển không giới hạn, được đào tạo chuyên sâu và thử sức ở nhiều lĩnh vực.Tham gia vào các dự án, công việc trọng điểm góp phần ý nghĩa vào việc giúp cho hàng triệu trẻ em có tương lai tốt đẹp hơn thông qua Giáo dục. Quyền lợi khác:Tặng khóa học Tiếng Anh online trọn đời trị giá 7.200.000đ ngay khi gia nhập.BHXH đầy đủ theo luật, 12 ngày phép/năm, nghỉ lễ theo quy định.Văn phòng hiện đại, không gian mở, khuyến khích sáng tạo.Du lịch hàng năm, teambuilding sôi động, sự kiện nội bộ phong phú.Làm việc với đội ngũ trẻ, tài năng, năng động – môi trường khuyến khích sáng tạo, trao quyền và không ngừng phát triển.",Trưởng nhóm,https://www.topcv.vn/brand/educa/tuyen-dung/product-owner-product-manager-san-pham-ai-learning-j1627339.html?ta_source=ITJobs_LinkDetail,Product Owner/Product Manager
Giảng viên Đào tạo Blockchain/AI,"['BLOCKCHAIN', 'WEB3', 'AI']",,,,,['Hồ Chí Minh'],25000000.0,65000000.0,1,"['tiếng Việt', 'tiếng Anh', 'tiếng Trung']",CÔNG TY TNHH THƯƠNG MẠI TƯ VẤN CHUYÊN NGHIỆP TRÍ TUỆ,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-tu-van-chuyen-nghiep-tri-tue/214922.html,Toàn thời gian,25/05/2025,Đại Học trở lên,"Thu nhập hấp dẫn: Lương khởi điểm 25 triệu + Trợ cấp + Thưởng chuyên cần hàng tháng.Môi trường làm việc trẻ trung – năng động: Đồng nghiệp thân thiện, hỗ trợ hết mình.Cơ hội học hỏi và phát triển không giới hạn trong lĩnh vực công nghệ giáo dục hiện đại.Tham gia các khóa đào tạo nội bộ và sự kiện công nghệ quốc tế.Chính sách phúc lợi đầy đủ: BHXH, teambuilding định kỳ,...",Nhân viên,https://www.topcv.vn/viec-lam/giang-vien-dao-tao-blockchain-ai-luong-khoi-diem-25-trieu-den-65-trieu-tro-cap-thuong/1708419.html?ta_source=ITJobs_LinkDetail,AI Researcher
IT Manager,"['GIT', 'BITBUCKET', 'JIRA', 'CONFLUENCE', 'JENKINS', 'JFROG', 'DOCKER', 'KUBERNETES', 'NGINX', 'VMWARE', 'PROXMOX', 'VIRTUOZZO', 'SOPHOS', 'FORTINET', 'LINUX', 'REDHAT', 'CENTOS', 'ACTIVE DIRECTORY', 'FREEPBX', 'NETWORK', 'SERVER', 'DATA STORAGE']",,2,6,45.0,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",CÔNG TY TNHH DIGI-TEXX,https://www.topcv.vn/cong-ty/cong-ty-tnhh-digi-texx/56854.html,Toàn thời gian,01/05/2025,Cao Đẳng trở lên,"Salary & Bonus:Base salary: competitive salary.13th-month salary.Performance bonus.Benefits package:PTO per year: 12 days annual leave + 2.5 days off for women.Premium healthcare insurance and yearly health check.Career growth opportunities with Career Framework and training programs (leadership, problem solving, critical thinking, project management, etc.)Internal activities and clubs: Company trip, team building or year-end party, happy Halloween, sports day, football club, badminton club, etc.Gift for Tet holidays, Women’s days, birthday, wedding, child birth, etc.Professional and diversity working environment.",Quản lý / Giám sát,https://www.topcv.vn/viec-lam/it-manager/1676705.html?ta_source=ITJobs_LinkDetail,IT Project Manager
"Giám Đốc Sản Phẩm - Product Director (CRM, HRM)","['ERP', 'CRM', 'HRM', 'BA', 'QA', 'UI/UX', 'AGILE', 'SCRUM', 'DATABASE', 'API', 'POSTMAN', 'SOAPUI', 'JIRA', 'TRELLO', 'CDP']",,2,7,42.25,['Hà Nội'],25000000.0,62500000.0,1,['tiếng Việt'],CÔNG TY CỔ PHẦN STRINGEE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-stringee/75841.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Lương từ $1000 - $2500 (phụ thuộc vào năng lực và kinh nghiệm của bạn, chúng tôi không bao giờ đãi ngộ thấp hơn khả năng của bạn).Thưởng theo hiệu quả công việc (hoàn thành milestone, deadline, ...), thưởng năm, các dịp lễ tết.Môi trường trẻ, năng động, sáng tạo, hỗ trợ tối đa sự phát triển và công việc của nhân viên.Được đào tạo để thường xuyên nâng cao nghiệp vụ. Cơ hội được học hỏi, làm việc với công nghệ mới.Được làm việc trong một môi trường chuyên nghiệp với các đối tác nước ngoài.Được đóng bảo hiểm và các chế độ khác theo Luật lao động; khám sức khỏe định kỳ hàng năm.Được tham gia các câu lạc bộ thể thao: bóng đá, chạy bộ,…Được tham dự các buổi đi chơi, dã ngoại, nghỉ mát,…",Giám đốc,https://www.topcv.vn/viec-lam/giam-doc-san-pham-product-director-crm-hrm/1712076.html?ta_source=ITJobs_LinkDetail,Product Owner/Product Manager
Lập Trình Viên Mobile Developer (React Native),"['REACT NATIVE', 'REST APIS', 'REDUX', 'NEXTJS', 'REACTJS']","['JAVASCRIPT', 'SWIFT', 'JAVA', 'KOTLIN']",2,6,45.0,['Hà Nội'],15000000.0,30000000.0,2,"['tiếng Việt', 'tiếng Anh']",Công Ty Cổ Phần Edulive Toàn Cầu,https://www.topcv.vn/cong-ty/cong-ty-co-phan-edulive-toan-cau/27371.html,Toàn thời gian,11/05/2025,Cao Đẳng trở lên,"Mức lương: 15 - 30M (thương lượng trong quá trình phỏng vấn)Review lương 2 lần/năm + các chế độ phúc lợi hấp dẫnĐược tham gia phát triển sản phẩm ứng dụng thông minh phục vụ số lượng hàng triệu userĐược học tập và ứng dụng các công nghệ mới nhất (AI, Computer Vision, IoT, ...)Môi trường làm việc startup năng động, thân thiện, chuyên nghiệpTạo điều kiện học hỏi phát triển bản thân và các kỹ năng mềmLương tháng 13 + thưởngĐóng BHXH ngay khi ký Hợp đồng lao động",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-developer-react-native-tu-3-5-nam-kinh-nghiem-tai-bac-tu-liem-hn-luong-upto-30-trieu/1690792.html?ta_source=ITJobs_LinkDetail,Mobile Developer
IT Fullstack Mid/Senior [Làm Ngay],"['REACT', 'NODE.JS', 'DOCKER', 'KUBERNETES', 'AWS', 'GIT', 'CI/CD', 'WEB3', 'DEX', 'LIQUIDITY', 'RPC', 'MESSAGE QUEUES', 'KAFKA', 'BULLMQ']","['TYPESCRIPT', 'GOLANG', 'SOLANA']",2,6,40.0,['Hồ Chí Minh'],30000000.0,80000000.0,5,['tiếng Việt'],CÔNG TY TNHH DỊCH VỤ GIẢI PHÁP SỐ BETECH,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-giai-phap-so-betech/214032.html,Toàn thời gian,28/05/2025,Đại Học trở lên,"Why Join Us?Salary range: 30–80 million VND/month + token incentives.13th-month salary, full insurance, paid holidays.Work with cutting-edge Web3 technologies and a dynamic, supportive team.Clear career growth path and opportunities to expand your global blockchain network.",Nhân viên,https://www.topcv.vn/viec-lam/it-fullstack-mid-senior-lam-ngay/1710930.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Mobile App Developer (React Native),"['GIT', 'REST APIS', 'REDUX (OR SIMILAR STATE MANAGEMENT)', 'UI/UX', 'IOT', 'SMART HOME', 'SMART BUILDING']",['JAVASCRIPT (ES6+)'],2,7,44.5,['Hà Nội'],15000000.0,25000000.0,2,"['tiếng Việt', 'tiếng Anh']",CÔNG TY CỔ PHẦN YOOTEK HOLDINGS,https://www.topcv.vn/cong-ty/cong-ty-co-phan-yootek-holdings/184751.html,Toàn thời gian,15/05/2025,Đại Học trở lên,"Lương/thưởng theo chế độ của công ty.Thưởng upto 3 tháng lương/năm.Môi trường chuyên nghiệp, năng động, thân thiện, cơ hội thăng tiến.Chế độ BHYT, BHXH theo Luật Lao động.Khám sức khỏe định kỳ hàng năm.Tham gia các hoạt động, sự kiện của công ty.Tham gia các khóa đào tạo trong và ngoài nước.Thời gian làm việc: Thứ 2 đến hết sáng thứ 7 (8h30-12h00; 13h00-17h30).",Nhân viên,https://www.topcv.vn/viec-lam/mobile-app-developer-react-native/1692702.html?ta_source=ITJobs_LinkDetail,Mobile Developer
Java Developer,"['MYSQL', 'REDIS', 'MEMCACHED', 'KAFKA', 'ELASTICSEARCH', 'DOCKER', 'K8S', 'VOIP', 'STREAMING', 'SPRINGBOOT', 'NETTY', 'APACHE MINA', 'RABBITMQ', 'ACTIVEMQ', 'TCP/IP', 'LINUX', 'CRM', 'SERVICE', 'CDP', 'HRM', 'RECRUIT', 'MARKETING', 'PROCESS', 'SITE', 'FINANCE', 'COMMUNICATION APIS', 'NO-CODE', 'LOW-CODE', 'AI']","['JAVA', 'SQL', 'NOSQL']",2,7,42.25,['Hà Nội'],25000000.0,62500000.0,1,['tiếng Việt'],CÔNG TY CỔ PHẦN STRINGEE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-stringee/75841.html,Toàn thời gian,24/05/2025,Đại Học trở lên,"Lương từ $1000 - $2500 (phụ thuộc vào năng lực và kinh nghiệm của bạn, chúng tôi không bao giờ đãi ngộ thấp hơn khả năng của bạn).Thưởng theo hiệu quả công việc (hoàn thành milestone, deadline, ...), thưởng năm, các dịp lễ tết.Môi trường trẻ, năng động, sáng tạo, hỗ trợ tối đa sự phát triển và công việc của nhân viên.Được đào tạo để thường xuyên nâng cao nghiệp vụ. Cơ hội được học hỏi, làm việc với công nghệ mới.Được làm việc trong một môi trường chuyên nghiệp với các đối tác nước ngoài.Được đóng bảo hiểm và các chế độ khác theo Luật lao động; khám sức khoẻ định kỳ hàng năm.Được tham gia các câu lạc bộ thể thao: bóng đá, chạy bộ,…Được tham dự các buổi đi chơi, dã ngoại, nghỉ mát,…",Nhân viên,https://www.topcv.vn/viec-lam/java-developer-luong-upto-2500/1707398.html?ta_source=ITJobs_LinkDetail,Backend Developer
Chuyên viên Phân tích Nghiệp vụ ( Business Analyst ),"['BPMN', 'DMN', 'SQL', 'HTTP', 'RESTFULL API', 'CRM', 'HRM', 'ERP', 'UI/UX', 'AGILE', 'SCRUM']",,2,7,44.0,['Hà Nội'],16000000.0,,3,['tiếng Việt'],CÔNG TY TNHH LIÊN DOANH XÚC TIẾN ĐẦU TƯ VÀ HỢP TÁC QUỐC TẾ FDI,https://www.topcv.vn/cong-ty/cong-ty-tnhh-lien-doanh-xuc-tien-dau-tu-va-hop-tac-quoc-te-fdi/150171.html,Toàn thời gian,24/05/2025,Đại Học trở lên,"1. Nghỉ phép 12 ngày/năm (tăng theo thâm niên), nghỉ ốm, chế độ thai sản và các phúc lợi khác đảm bảo theo đúng luật lao động.2. Review lương 01 năm 02 lần.3. Môi trường tốt để ổn định và phát triển, môi trường trẻ, năng động, sáng tạo, văn hóa trao đổi thẳng thắn, cởi mở4. Lương tháng 13 và thưởng cuối năm theo quy định của Công ty.5. Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo quy định của pháp luật",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst/1707395.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Chuyên Viên Lập Trình,"['FINTECH', 'MOBILE MONEY', 'MICRO-SERVICE', 'OOP', 'SPRINGBOOT', 'NESTJS', 'EXPRESSJS']","['JAVA', 'C#', '.NET', 'NODEJS']",2,6,,['Hà Nội'],,20000000.0,3,"['tiếng Anh', 'tiếng Việt']",Trung tâm Dịch vụ số MobiFone - Chi nhánh Tổng Công ty Viễn Thông Mobifone,https://www.topcv.vn/cong-ty/trung-tam-dich-vu-so-mobifone-chi-nhanh-tong-cong-ty-vien-thong-mobifone/201084.html,Toàn thời gian,22/05/2025,Đại Học trở lên,"Môi trường làm việc tốt, năng động, chuyên nghiệp
Bình quân thu nhập lên đến 250 triệu/năm với nhiều chính sách đãi ngộ: hỗ trợ ăn trưa 1.000.000đ/tháng cùng các khoản thưởng lễ tết, các ngày kỷ niệm thành lập Tổng Công ty, Trung tâm,...
Tham gia các chương trình bảo hiểm sức khoẻ tại các Công ty Bảo hiểm lớn, có uy tín (Bảo Việt, PVI,...)
Thường xuyên tham dự các khoá đào tạo phong phú, đa dạng nhằm giúp CBCNV không ngừng phát triển bản thân, nâng cao kỹ năng cũng như chuyên môn nghiệp vụ.
Trải nghiệm các hoạt động văn hoá, thể thao, du xuân, nghỉ mát hè trong và ngoài nước,...",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-nghi-thu-7-chu-nhat-thu-nhap-hap-dan/1705114.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
