Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Job_Type,Academic_Level,Experience_Years,Level,Company_Name,Company_Field,Company_URL,Deadline,URL,Date_Crawl_Module_1,Role
Junior Java Developer,"['REST', 'DOCKER', 'KUBERNETES', 'APACHE KAFKA STREAMS', 'CI/CD', 'SPRING FRAMEWORK', 'GIT', 'PHOENIX HBASE', 'GCP']","['JAVA', 'SQL', 'NOSQL', 'XML', 'JSON']",2,6,False,False,45.0,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty TNHH SETA international Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-seta-international-viet-nam/9481.html,04/05/2025,https://www.topcv.vn/viec-lam/junior-java-developer/1680531.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
IT Helpdesk,"['DATA WAREHOUSE', 'DATA GOVERNANCE']",,,,,,44.0,['Hồ Chí Minh'],11000000.0,13000000.0,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,CÔNG TY TNHH GF CAPITAL (VIỆT NAM),Khác,https://www.topcv.vn/cong-ty/cong-ty-tnhh-gf-capital-viet-nam/159451.html,04/05/2025,https://www.topcv.vn/viec-lam/it-helpdesk/1630905.html?ta_source=ITJobs_LinkDetail,Null,IT Helpdesk/IT support
Python Developer - AI,"['DOCKER', 'KUBERNETES', 'POSTGRESQL', 'MONGODB', 'TENSORFLOW', 'PYTORCH', 'ONNX', 'AWS', 'AZURE', 'GOOGLE AI PLATFORM', 'KAFKA', 'RABBITMQ', 'APACHE SPARK', 'MICROSERVICES']","['PYTHON', 'SQL', 'NOSQL']",2,6,True,False,42.5,['Hồ Chí Minh'],,,4,['tiếng Việt'],Toàn thời gian,Trung học phổ thông (Cấp 3) trở lên,2 năm,Nhân viên,CÔNG TY TNHH CÔNG NGHỆ TTR IT,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-ttr-it/199571.html,04/05/2025,https://www.topcv.vn/viec-lam/python-developer-ai-di-lam-ngay/1680502.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Lập trình viên Backend PHP / Laravel,"['LARAVEL', 'JQUERY', 'BOOTSTRAP', 'MYSQL', 'POSTGRESQL', 'REST API', 'WEBSOCKET']","['PHP', 'HTML', 'CSS', 'JAVASCRIPT', 'SQL']",2,6,True,False,,['Hồ Chí Minh'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty TNHH Công Nghệ CFOX,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-cfox/150858.html,04/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-php-laravel/1678381.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
Lập Trình Viên Android (Domain Bank),"['ANDROID SDK', 'ANDROID STUDIO', 'MVC', 'MVP', 'MVVM', 'JSON', 'XML', 'JETPACK', 'LOCATION', 'CONTACT', 'SOCIAL', 'FIREBASE', 'MAP', 'LOCAL DATABASE', 'UI/UX']",['KOTLIN'],2,6,False,False,45.0,['Hà Nội'],20000000.0,30000000.0,5,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty Cổ phần Atomi Digital,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-atomi-digital/111644.html,04/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-android-domain-bank/1582164.html?ta_source=ITJobs_LinkDetail,Null,Mobile Developer
Nhân Viên Quản Lý Sản Phẩm,,,2,6,True,False,44.0,['Hồ Chí Minh'],10000000.0,15000000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,VIEN SON COMPUTER TECHNOLOGY COMPANY LIMITED,IT - Phần cứng,https://www.topcv.vn/cong-ty/vien-son-computer-technology-company-limited/198897.html,03/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-quan-ly-san-pham/1617178.html?ta_source=ITJobs_LinkDetail,Null,Business Analyst (Phân tích nghiệp vụ)
Golang Developer,"['MICROSERVICES', 'RESTFUL APIS', 'DOCKER', 'CI/CD', 'SCRUM', 'KANBAN', 'AWS', 'AZURE', 'GOOGLE CLOUD PLATFORM', 'GCP', 'AI/ML']","['GOLANG', 'C++', 'JAVA']",2,6,False,False,45.0,"['Hà Nội', 'Hồ Chí Minh', 'Đà Nẵng']",20000000.0,50000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,CÔNG TY CỔ PHẦN VINOVA HCM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vinova-hcm/103486.html,03/05/2025,https://www.topcv.vn/viec-lam/golang-developer/1573613.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
Thực Tập Sinh Tester,"['KIỂM THỬ PHẦN MỀM', 'JIRA', 'BUGZILLA', 'WEB', 'MOBILE APP', 'CƠ SỞ DỮ LIỆU']",,,,,,,['Hà Nội'],,,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Thực tập sinh,Công ty cổ phần TechLead,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-techlead/112480.html,03/05/2025,https://www.topcv.vn/viec-lam/thuc-tap-sinh-tester/1157933.html?ta_source=ITJobs_LinkDetail,Null,Manual Tester
Nhân Viên Kiểm Thử Phần Mềm (Tester),"['JIRA', 'READMIND']",,,,,,,['Hà Nội'],10000000.0,20000000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cổ phần Công nghệ SAVIS,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-savis/1124.html,03/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-phan-mem-tester/799485.html?ta_source=ITJobs_LinkDetail,Null,Manual Tester
Tester,"['SELENIUM', 'JMETER', 'POSTMAN', 'API', 'SQL', 'DATABASE']",['SQL'],2,6,False,False,45.0,['Hà Nội'],12000000.0,20000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty cổ phần phần mềm ITSOL Holdings,Viễn thông,https://www.topcv.vn/cong-ty/cong-ty-co-phan-phan-mem-itsol-holdings/136876.html,03/05/2025,https://www.topcv.vn/viec-lam/tester/1680477.html?ta_source=ITJobs_LinkDetail,Null,Manual Tester
Junior Fullstack Java Developer,"['SPRING', 'HIBERNATE', 'ANGULARJS', 'REACTJS', 'ORACLE', 'MYSQL', 'MONGODB']","['JAVA', 'SQL', 'NOSQL']",,,,,,['Hà Nội'],8000000.0,20000000.0,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cp Công nghệ và Truyền thông Dagoras,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/cong-ty/cong-ty-cp-cong-nghe-va-truyen-thong-dagoras/64043.html,30/05/2025,https://www.topcv.vn/viec-lam/junior-fullstack-java-developer/862121.html?ta_source=ITJobs_LinkDetail,Null,Fullstack Developer
Ruby Junior Developer,"['RESTFUL APIS', 'REDIS', 'SOLR', 'GIS', 'POSTGIS', 'DOCKER', 'AWS', 'AZURE', 'GCP']","['RUBY', 'SQL', 'JAVASCRIPT']",2,6,False,False,45.0,['Hồ Chí Minh'],28000000.0,32000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,Công ty cổ phần Citics,Bất động sản,https://www.topcv.vn/cong-ty/cong-ty-co-phan-citics/39260.html,03/05/2025,https://www.topcv.vn/viec-lam/ruby-junior-developer/1680426.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
Java Developer,"['SPRING BOOT', 'MICROSERVICES', 'MYSQL', 'ORACLE', 'POSTGRESQL', 'REST API', 'GIT', 'INTELLIJ', 'CI/CD', 'OOP', 'SPRING FRAMEWORK', 'SPRING MVC', 'SPRING DATA', 'JUNIT', 'MOCKITO']","['JAVA', 'SQL']",2,6,False,False,42.0,['Hồ Chí Minh'],,30000000.0,5,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công ty TNHH AgileTech Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-agiletech-viet-nam/16349.html,03/05/2025,https://www.topcv.vn/viec-lam/java-developer/1680391.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Fullstack (Java + Angular),"['ANGULAR', 'HTML', 'CSS', 'SPRING BOOT', 'ORACLE', 'SQL', 'REDIS', 'KAFKA', 'ELASTIC SEARCH', 'TYPESCRIPT', 'RXJS', 'ANGULAR MATERIAL', 'RESTFUL APIS', 'MONGODB', 'GIT', 'UX']","['JAVA', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hà Nội'],,25000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tinasoft-viet-nam/212816.html,03/05/2025,https://www.topcv.vn/viec-lam/fullstack-java-angular/1680395.html?ta_source=ITJobs_LinkDetail,Null,Fullstack Developer
AI Engineer (LLM/NLP/CHAT BOT),"['NLP', 'CHATBOT', 'RAG']",['PYTHON'],2,6,True,False,45.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY TNHH ILLUMINUS.AI,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-illuminus-ai/169654.html,03/05/2025,https://www.topcv.vn/viec-lam/ai-engineer-llm-nlp-chat-bot/1503298.html?ta_source=ITJobs_LinkDetail,Null,AI Engineer
Nhân Viên Business Analyst,['DWH'],"['SQL', 'NOSQL']",2,6,False,False,42.0,['Hà Nội'],,,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty TNHH AgileTech Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-agiletech-viet-nam/16349.html,03/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-business-analyst/1361393.html?ta_source=ITJobs_LinkDetail,Null,Business Analyst (Phân tích nghiệp vụ)
Lập Trình Viên Java,"['MICROSERVICES', 'BIGDATA', 'SPRING', 'SPRING SECURITY', 'JPA', 'HIBERNATE', 'PRIMEFACES', 'DOCKER', 'K8S']","['JAVA', 'SQL']",2,6,False,False,45.0,"['Hồ Chí Minh', 'Hà Nội']",15000000.0,30000000.0,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty cổ phần Công nghệ Proton,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-proton/155592.html,03/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-java/1259090.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Senior .Net Developer,"['EDI', 'ANSI X12', 'EDIFACT', 'XML', 'JSON', 'VAN', 'AS2', 'SFTP', 'API', 'WMS', 'TMS', 'SAP', 'CRM', '.NET FRAMEWORK', '.NET CORE', 'SQL SERVER']","['C#', 'VB.NET', 'SQL']",2,6,False,False,45.0,['Hồ Chí Minh'],30000000.0,46000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Trên 5 năm,Nhân viên,"CJ OLIVENETWORKS VINA CO., LTD",IT - Phần mềm,https://www.topcv.vn/cong-ty/cj-olivenetworks-vina-co-ltd/73833.html,03/05/2025,https://www.topcv.vn/viec-lam/senior-net-developer/1680310.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Quality Control,"['API', 'WEB SERVICES', 'TEST TOOL', 'BUG TRACKER', 'TEST REPORT']",,2,6,False,False,,['Hồ Chí Minh'],,,4,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty TNHH AgileTech Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-agiletech-viet-nam/16349.html,03/05/2025,https://www.topcv.vn/viec-lam/quality-control/1582455.html?ta_source=ITJobs_LinkDetail,Null,Software Tester (Automation & Manual)
Frontend Developer,"['HTML', 'CSS', 'JAVASCRIPT', 'RESTFUL API', 'UI/UX']",,2,6,False,False,45.0,['Hà Nội'],18000000.0,40000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty Cổ phần Atomi Digital,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-atomi-digital/111644.html,03/05/2025,https://www.topcv.vn/viec-lam/frontend-developer/1268275.html?ta_source=ITJobs_LinkDetail,Null,Frontend Developer
Automation Tester,"['SELENIUM', 'CYPRESS', 'PLAYWRIGHT', 'POSTMAN', 'REST ASSURED', 'CI/CD', 'SCRUM', 'AGILE', 'TDD', 'BDD', 'AI', 'B2B SAAS', 'OWASP ZAP', 'BURP SUITE', 'DOCKER', 'KUBERNETES', 'DATADOG', 'SENTRY', 'PROMETHEUS']","['PYTHON', 'JAVASCRIPT']",2,6,False,False,,['Hồ Chí Minh'],,,2,['tiếng Anh'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,WATA TECH,IT - Phần mềm,https://www.topcv.vn/cong-ty/wata-tech/184505.html,03/05/2025,https://www.topcv.vn/viec-lam/automation-tester/1680249.html?ta_source=ITJobs_LinkDetail,Null,Automation Tester
Manual Tester,,,2,6,False,False,45.0,['Hồ Chí Minh'],,,5,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,WATA TECH,IT - Phần mềm,https://www.topcv.vn/cong-ty/wata-tech/184505.html,03/05/2025,https://www.topcv.vn/viec-lam/manual-tester/1680231.html?ta_source=ITJobs_LinkDetail,Null,Manual Tester
Intern Web Back-End,"['HTML', 'CSS', 'JAVASCRIPT', 'OOP']","['RUBY', 'PHP', 'GOLANG', 'PYTHON', 'NODEJS', 'SQL']",,,,,,"['Hà Nội', 'Đà Nẵng']",,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Thực tập sinh,Sun* Inc. (Sun Asterisk Inc.),IT - Phần mềm,https://www.topcv.vn/cong-ty/sun-inc-sun-asterisk-inc/9785.html,20/06/2025,https://www.topcv.vn/viec-lam/intern-web-back-end/1680183.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
Frontend Developer,"['REACTJS', 'GIT', 'JMIX', 'UI/UX', 'CI/CD', 'RESPONSIVE WEB DESIGN']","['JAVASCRIPT', 'HTML', 'CSS', 'JQUERY']",2,6,False,False,45.0,['Hồ Chí Minh'],,,7,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,WATA TECH,IT - Phần mềm,https://www.topcv.vn/cong-ty/wata-tech/184505.html,03/05/2025,https://www.topcv.vn/viec-lam/frontend-developer/1680187.html?ta_source=ITJobs_LinkDetail,Null,Frontend Developer
Security Engineer (Kỹ Sư ATTT - Tuyển Nữ),"['SIEM', 'FIREWALL', 'IDS/IPS', 'PROXY', 'ENDPOINT SECURITY']",,2,6,True,False,45.25,['Hà Nội'],10000000.0,20000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,Công Ty Cổ Phần VCCorp,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vccorp/115085.html,03/05/2025,https://www.topcv.vn/viec-lam/security-engineer-ky-su-attt-tuyen-nu/1680172.html?ta_source=ITJobs_LinkDetail,Null,Chuyên viên IT Security
Chuyên Viên Đánh Giá An Ninh Thông Tin Pentester,"['OWASP', 'BURPSUITE', 'ACUNETIX', 'KALI LINUX', 'NETWORK', 'OSI', 'TCP/IP', 'IPC']","['PYTHON', 'PHP', 'JAVA', 'GOLANG', 'NODEJS', 'SQL']",2,6,True,False,44.25,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,Công Ty Cổ Phần VCCorp,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vccorp/115085.html,03/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-danh-gia-an-ninh-thong-tin-pentester/1680174.html?ta_source=ITJobs_LinkDetail,Null,Kiểm thử và đánh giá bảo mật
Business Analyst (Fresher),"['AGILE/SCRUM', 'UML', 'FIGMA', 'AXURE']",,2,6,False,False,42.5,['Hà Nội'],8000000.0,15000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,Công ty TNHH Đầu tư & Kỹ thuật Công Nghệ Xanh,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dau-tu-ky-thuat-cong-nghe-xanh/129124.html,03/05/2025,https://www.topcv.vn/viec-lam/business-analyst-fresher/1680177.html?ta_source=ITJobs_LinkDetail,Null,Business Analyst (Phân tích nghiệp vụ)
Thực Tập Sinh Game Tester,['KIỂM THỬ PHẦN MỀM'],,2,6,False,False,47.5,['Hà Nội'],2000000.0,4000000.0,2,"['tiếng Anh', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,Không yêu cầu,Thực tập sinh,SUPER GAME,IT - Phần mềm,https://www.topcv.vn/cong-ty/super-game/207971.html,03/05/2025,https://www.topcv.vn/viec-lam/thuc-tap-sinh-game-tester/1671850.html?ta_source=ITJobs_LinkDetail,Null,Game Tester
Fresher Game Tester,,,2,6,False,False,47.5,['Hà Nội'],6000000.0,10000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,SUPER GAME,IT - Phần mềm,https://www.topcv.vn/cong-ty/super-game/207971.html,03/05/2025,https://www.topcv.vn/viec-lam/fresher-game-tester/1671870.html?ta_source=ITJobs_LinkDetail,Null,Game Tester
Lập Trình Viên PHP,"['LARAVEL', 'WORDPRESS', 'DRUPAL', 'HTML', 'CSS', 'JAVASCRIPT', 'MYSQL', 'POSTGRESQL']","['PHP', 'SQL']",2,6,False,False,45.0,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,Dưới 1 năm,Nhân viên,Công ty TNHH AEGONA,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-aegona/10127.html,03/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-php/1680071.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Java Developer (Banking),"['JAVA CORE', 'MULTITHREAD', 'MULTI-PROCESSING', 'HASH TABLE', 'ORACLE', 'MS SQL', 'ENTERPRISE LINUX', 'HP-UX', 'SVN', 'GIT', 'JIRA', 'OOP', 'ESB', 'OPEN API', 'DOCKER', 'MICROSERVICES', 'MQ', 'CACHE', 'WEB SERVICES', 'ECLIPSE', 'NETBEAN', 'SPRING FRAMEWORK', 'SPRING BOOT', 'SPRING MVC', 'SPRING DATA', 'UNIT TESTING', 'INTEGRATION TESTING']","['JAVA', 'PL/SQL', 'SQL']",2,6,False,False,45.0,['Hồ Chí Minh'],25000000.0,40000000.0,3,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,Công ty Cổ phần Công nghệ Alphaway,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/199714.html,03/05/2025,https://www.topcv.vn/viec-lam/java-developer-banking/1680074.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
Frontend Developer (Banking),"['REACTJS', 'HTML', 'CSS', 'JAVASCRIPT', 'JQUERY', 'GIT', 'CI/CD', 'UI/UX']",,2,6,False,False,45.0,['Hồ Chí Minh'],25000000.0,40000000.0,3,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,Công ty Cổ phần Công nghệ Alphaway,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/199714.html,03/05/2025,https://www.topcv.vn/viec-lam/frontend-developer-banking/1680082.html?ta_source=ITJobs_LinkDetail,Null,Frontend Developer
Product Manager (English),,,2,6,False,False,45.0,['Hà Nội'],,50000000.0,1,['tiếng Anh'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY TNHH OUTCUBATOR VIỆT NAM,Tài chính,https://www.topcv.vn/cong-ty/cong-ty-tnhh-outcubator-viet-nam/48173.html,22/05/2025,https://www.topcv.vn/viec-lam/product-manager-english/1680044.html?ta_source=ITJobs_LinkDetail,Null,Product Owner/Product Manager
Full Stack Engineer,"['REACT', 'VUE', 'NODE.JS', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'GIT', 'API', 'AWS', 'GCP', 'AZURE', 'DOCKER', 'CI/CD']","['PYTHON', 'JAVA', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hồ Chí Minh'],20000000.0,70000000.0,3,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,5 năm,Trưởng nhóm,CÔNG TY TNHH BPO INFINITY INNOVATIONS GROUP,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-bpo-infinity-innovations-group/212881.html,03/05/2025,https://www.topcv.vn/viec-lam/full-stack-engineer/1680050.html?ta_source=ITJobs_LinkDetail,Null,Fullstack Developer
It Support,"['WEB SERVER', 'DATABASE SERVER', 'FTP SERVER', 'DNS SERVER', 'EMAIL SERVER', 'ZABBIX', 'CACTI', 'CHECKMK']",,2,6,True,False,,['Hà Nội'],8000000.0,15000000.0,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty TNHH Phần mềm Nhân Hòa,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phan-mem-nhan-hoa/54522.html,03/05/2025,https://www.topcv.vn/viec-lam/it-support-che-do-hap-dan/1680036.html?ta_source=ITJobs_LinkDetail,Null,IT Helpdesk/IT support
Backend Developer,"['AWS', 'GOOGLE CLOUD', 'WEBSOCKET', 'SOCKET.IO', 'MICROSERVICES', 'DOCKER', 'DOCKER COMPOSE', 'REDIS', 'FTP', 'S3', 'MINIO', 'TYPEORM', 'PRISMA', 'KNEX']","['NODEJS', 'NESTJS', 'PYTHON', 'FLASK', 'DJANGO', 'SQL', 'MYSQL', 'MARIADB', 'MONGODB', 'JAVASCRIPT']",2,6,False,False,42.5,['Hà Nội'],18000000.0,30000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty TNHH GASY,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-gasy/212753.html,03/05/2025,https://www.topcv.vn/viec-lam/backend-developer/1679992.html?ta_source=ITJobs_LinkDetail,Null,Backend Developer
Manual Tester (Banking),"['TESTCASE', 'FUNCTIONAL TESTING', 'BUG REPORTING']",,2,6,False,False,45.0,['Hồ Chí Minh'],25000000.0,32000000.0,2,"['Tiếng Việt', 'Tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,Công ty Cổ phần Công nghệ Alphaway,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/199714.html,03/05/2025,https://www.topcv.vn/viec-lam/manual-tester-kiem-thu-thu-cong-banking/1679994.html?ta_source=ITJobs_LinkDetail,Null,Manual Tester
Kỹ Sư Phát Triển Giải Pháp Oracle - Oracle Engineer,"['ORACLE', 'OFSAA', 'EBS', 'APEX', 'T2T', 'ORACLE BI', 'OAS', 'PENTAHO', 'ODI', 'GG', 'TABLEAU']","['SQL', 'PLSQL', 'NOSQL', 'JAVA']",2,6,False,False,47.5,['Hà Nội'],18000000.0,28000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-paraline-software/84040.html,03/05/2025,https://www.topcv.vn/viec-lam/ky-su-phat-trien-giai-phap-oracle-oracle-engineer/1679969.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Kỹ Sư Phần Mềm Full-Stack,"['HTML', 'CSS', 'JAVASCRIPT', 'REACT', 'ANGULAR', 'VUE.JS', 'NODE.JS', 'JAVA', '.NET', 'GIT', 'SVN', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'AGILE']","['C#', 'PYTHON', 'RUBY', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hồ Chí Minh'],,,1,['Tiếng Nhật'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,CÔNG TY TNHH AI POWER,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ai-power/178377.html,03/05/2025,https://www.topcv.vn/viec-lam/ky-su-phan-mem-full-stack-biet-tieng-nhat/1679978.html?ta_source=ITJobs_LinkDetail,Null,Fullstack Developer
BrSE (Middle/N2),"['AWS', 'CLOUD']","['PYTHON', 'PHP', 'RUBY', 'SQL', 'JAVASCRIPT']",2,6,False,False,47.25,['Hà Nội'],,,1,"['tiếng Nhật', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty TNHH Kiaisoft Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-kiaisoft-viet-nam/25056.html,03/05/2025,https://www.topcv.vn/viec-lam/brse-middle-n2/1679988.html?ta_source=ITJobs_LinkDetail,Null,Kỹ sư cầu nối BrSE
Lập Trình Viên Wordpress,"['WORDPRESS', 'SEO', 'REST API', 'CMS']","['PHP', 'HTML', 'CSS', 'JAVASCRIPT']",2,6,True,False,48.0,['Hà Nội'],9000000.0,15000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty Cổ phần Truyền thông SEFA Media,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-truyen-thong-sefa-media/156518.html,03/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-wordpress/1679989.html?ta_source=ITJobs_LinkDetail,Null,Software Engineer
Business Analyst (Japanese),,,2,6,False,False,45.0,['Hồ Chí Minh'],,,1,['tiếng Nhật'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN DIQIT VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-thong-tin-diqit-viet-nam/125288.html,03/05/2025,https://www.topcv.vn/viec-lam/business-analyst-japanese/1679952.html?ta_source=ITJobs_LinkDetail,Null,Business Analyst (Phân tích nghiệp vụ)
